"SPECIES","GENUS","EPITHET","AUTHOR","COUNTRY","DEPARTAMENTO","MUNICIPIO","LOCALIDAD","LATITUD","LONGITUD","ALTURA","HABITAT"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Intibucá","","La Esperanza. Pressed.",14.302443,-88.168755,"","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Intibucá","La Esperanza - Marcala road","Quebrada Lejarsia",14.28427778,-88.07669444,"1600","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Cortés","Santa Cruz de Yojoa","Pena Blanca",14.97279167,-88.030225,"490","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Cortés","","Santa Cruz de Yojoa",14.93191944,-87.99050278,"667","Epiphyte"
"Encyclia incumbens","Encyclia","incumbens","(Bateman) Schltr.","Honduras","Comayagua","","Rio Tepemechin. Area south of Pito Solo. Flowered in Gamboa, C.Z.",14.7739927,-87.9760066,"","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Comayagua","Siguatepeque","Siguatepeque",14.60773611,-87.88429722,"0","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Comayagua","","Jicarito",14.82746111,-87.73009167,"667","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Comayagua","","",14.667577,-87.612121,"1100","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Yoro","","Río Pijol",15.20598333,-87.58169167,"1300","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Comayagua","San Jeronomo","Coyocutena",14.58956389,-87.55258889,"1100","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Francisco Morazán","","Piedra Herrada",13.85533333,-87.5072,"1500","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Comayagua","San Luis","",14.7717,-87.39866667,"1334","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Francisco Morazán","Tegucigalpa","Tegucigalpa",14.07193056,-87.16935278,"1000","Epiphyte"
"Mormodes aromatica","Mormodes","aromatica","Lindl.","Honduras","Francisco Morazán","","8 miles from Tegucigalpa on road to Zamorano",14.039054,-87.111855,"","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Francisco Morazán","","8 mi. from Tegueigalpa on road to Zimorano.",14.008514,-87.095636,"","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Francisco Morazán","","8 mi. towards Zamorano.",14.008514,-87.095636,"","Epiphyte"
"Mormodes aromatica","Mormodes","aromatica","Lindl.","Honduras","Francisco Morazán","","Valle de Angeles.",14.160195,-87.040092,"1800","Epiphyte"
"Mormodes aromatica","Mormodes","aromatica","Lindl.","Honduras","Francisco Morazán","","Valle de Angeles.",14.160814,-87.03966,"1800","Epiphyte"
"Mormodes aromatica","Mormodes","aromatica","Lindl.","Honduras","Francisco Morazán","San Antonio de Oriente","Jicarito",14.00445556,-87.03258889,"1000","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","El Paraíso","Morocelí","32 km W of Danlí. In broad-leaved forest along small stream through pine forest ",14.08694,-86.79777,"700 m","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras (HN)","Olancho","La Unión","El Escribano, cerca de el pueblo de La Unión.",15.022285,-86.735917,"","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Olancho","","Sierra de Agalta",14.95513333,-85.95206111,"1300","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Olancho","","La Chorrera",15.00148333,-85.92878611,"1100","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Olancho","Catacamas","Quebrada de la Presa",14.82819444,-85.849675,"1000","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Comayagua",""," Siguatepeque J. B. Edwards 286 1932-10-16 ",14.60773611,-87.88429722,"","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Comayagua","","",14.78849722,-87.73314722,"","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Comayagua","","",14.67737778,-87.47721389,"","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Comayagua",""," San Luis J. B. Edwards 179 1932-6-17 ",14.79071944,-87.37063611,"","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Comayagua","","Rio Tepemechin, area between Lake Yojoa and Siguatepeque.",15.066667,-88.766667,"457.2","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Cortés","","",15.52902778,-88.06666667,"0","Epiphyte"
"Lycaste aromatica","Lycaste","aromatica","(Hook.) Lindl.","Honduras","Comayagua","Siguatepeque","Taulabe",14.67522222,-87.99263889,"600","Epiphyte"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Comayagua","Siguatepeque","Pito Solo",14.7895,-87.97986111,"630","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Comayagua","Siguatepeque","Rio Tepemechin",14.75126667,-87.95998611,"0","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Comayagua","","Ojos de agua",14.596825,-87.93879722,"350","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Comayagua","","",14.60773611,-87.88429722,"","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Comayagua","","",14.60773611,-87.88429722,"","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Chase & Williams","Honduras","Comayagua","Siguatepeque","Siguatepeque ",14.6,-87.83333,"3700 f","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Yoro","El Progreso","Vicinity of El Progreso, Rio Pelo. ",15.37638,-87.74444,"300 f","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","Lindl.","Honduras","Valle","Nacaome","La Llave",13.53131944,-87.56239722,"20","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Valle","Valle"," Tierras Paradas near Nacaome.",13.536111,-87.4875,"50","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Valle","Nacaome","Tierras Paradas near Nacaome ",13.5361111,-87.4875,"50 m","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Chase & Williams","Honduras","Francisco Morazán","Tegucigalpa","Tegucigalpa",14.07193056,-87.16935278,"950","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Yoro","","",15.17682778,-87.09658889,"","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Yoro","","",15.17682778,-87.09658889,"","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Chase & Williams","Honduras","El Paraíso","Morocelí","Depto. El Paraíso, Quebrada El Carrizal cerca El Plan, ca. 2 km al E de El Plan ",13.969128,-86.86682,"","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras (HN)","El Paraíso","Morocelí","Quebrada Guisisire (Quebrada Honda) + - 7 Km al N de Morocelí, por el camino hacia Mata de Plátano",14.126211,-86.821698,"","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","Lindl.","Honduras","Atlántida","La Ceiba","Jutiapa",15.737125,-86.52132222,"30","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","Lindl.","Honduras","Atlántida","Jutiapa","Jutiapa, 36 km E de La Ceiba. Corozales. Clima lluvioso tropical húmedo   ",15.67222,-86.46055,"30 m","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Chase & Williams","Honduras","El Paraíso","","Brenales a lo largo del Rio Guayambre, Valle de Jamastran.",14.007421,-86.395181,"","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Chase & Williams","Honduras","El Paraíso","Danlí","Brennales a lo largo de Río Guayambre, Valle Jamastran   ",14.06277,-86.34333,"350 m","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Olancho","","",14.83545,-85.91790278,"-9999","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Colón","","N bank of Rio Guaimoreto between old bridge and opening of Laguna Guaimoreto, NE of Trujillo on old road to Castilla",15.95833,-85.90833,"","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Chase & Williams","Honduras","Colón","","Capuchin siet east; 1.8 mile strip on the north bank of Rio Guaimoreto between old bridge and opeining of Laguna Guaimoreto 4.5 miles NE of Trujillo on old road to Castilla.",15.961353,-85.905267,"","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Chase & Williams","Honduras","Comayagua","Siguatepeque","Above Siguatepeque ",14.6,-87.5,"1280 m","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras","Intibucá","Yamaranguila","Cerro de Hoyos",14.29714722,-88.23754444,"2250","Terrestrial"
"Cohniella ascendens","Cohniella","ascendens","(Lindl.) Christenson","Honduras"," Cortés ",""," Lake Yojoa J. B. Edwards 380 1933-3-17 ",14.93844722,-88.02282222,"","Terrestrial"
"Encyclia asperula","Encyclia","asperula","Dressler & G.E.Pollard","Honduras","Cortés","Santa Cruz de Yojoa","El Jaral, Lake Yojoa. ",14.94138,-88.02,"2500 f","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman ex Lindl.) P. N. Don","Honduras","Yoro","Victoria","Bajo Grande",15.13027,-87.75277,"3000 f","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman ex Lindl.) P. N. Don","Honduras","Francisco Morazán","","Piedra Herrada",13.85533333,-87.5072,"1650","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman ex Lindl.) P. N. Don","Honduras","Francisco Morazán","Tegucigalpa","Suyapa",14.07926944,-87.15742222,"1300","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman) Dressler & W.E.Higgins","Honduras","Francisco Morazán","Tegucigalpa","Tegucigalpa",14.07926944,-87.15742222,"936","Epiphyte"
"Stenorrhynchos aurantiacus","Stenorrhynchos","aurantiacus","(La Llave & Lex.) Hemsl.","Honduras","Francisco Morazán","","La Montañita",14.05272222,-87.11220556,"1530","Terrestrial"
"Stenorrhynchos aurantiacus","Stenorrhynchos","aurantiacus","(La Llave & Lex.) Hemsl.","Honduras","Francisco Morazán","","Parque Nacional La Tigra",14.21924722,-87.08244722,"1500","Terrestrial"
"Stenorrhynchos aurantiacus","Stenorrhynchos","aurantiacus","(La Llave & Lex.) Hemsl.","Honduras","Choluteca","El Corpus","",13.28246111,-87.02607222,"560","Terrestrial"
"Stenorrhynchos aurantiacus","Stenorrhynchos","aurantiacus","(La Llave & Lex.) Hemsl.","Honduras","Francisco Morazán","San Antonio de Oriente","Vicinity of El Zamorano  ",14.01666,-87.02277,"800 m","Terrestrial"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman ex Lindl.) P. N. Don","Honduras","Francisco Morazán","","San Antonio",14.03879167,-87.02097778,"1500","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman ex Lindl.) P. N. Don","Honduras","Choluteca","El Corpus","Agua Caliente",13.28897222,-87.01361111,"700","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman ex Lindl.) P. N. Don","Honduras","Francisco Morazán","","Vicinity of the Escuela Agricola Panamericana, valley of the Rio Yeguare, Dept de Morazan.",14.025953,-87.011851,"822.96","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman) Dressler & W.E.Higgins","Honduras","Francisco Morazán","San Antonio de Oriente","EAP, El Zamorano",14.01025,-87.01055556,"800","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman ex Lindl.) P. N. Don","Honduras","Francisco Morazán","San Antonio de Oriente","EAP, El Zamorano",14.01025,-87.01055556,"800","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman ex Lindl.) P. N. Don","Honduras","Francisco Morazán","San Antonio de Oriente","EAP, El Zamorano",14.01025,-87.01055556,"800","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman) Dressler & W.E.Higgins","Honduras","Francisco Morazán","San Antonio de Oriente","EAP, El Zamorano",14.01025,-87.01055556,"800","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman) Dressler & W.E.Higgins","Honduras","Francisco Morazán","San Antonio de Oriente","EAP, El Zamorano",14.01025,-87.01055556,"800","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman) Dressler & W.E.Higgins","Honduras","Francisco Morazán","San Antonio de Oriente","EAP, El Zamorano",14.01025,-87.01055556,"800","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman) Dressler & W.E.Higgins","Honduras","Francisco Morazán","San Antonio de Oriente","EAP Campus, El Zamorano. ",14.01027,-87.00611,"800 m","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman) Dressler & W.E.Higgins","Honduras (HN)","Francisco Morazán","","Dept. de ganaderia de la EAP El Zamorano",14.017914,-86.998998,"800","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman) Dressler & W.E.Higgins","Honduras (HN)","Francisco Morazán","","On Popenoes yard of EAP Campus el Zamorano",14.017914,-86.998998,"800","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman ex Lindl.) P. N. Don","Honduras","Francisco Morazán","San Antonio de Oriente","Pine forest of Piedra Herrada. ",14.04777,-87.08,"1650 m","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman ex Lindl.) P. N. Don","Honduras","Olancho","","La Union",15.01076389,-86.71304167,"1000","Epiphyte"
"Guarianthe aurantiaca","Guarianthe","aurantiaca","(Bateman ex Lindl.) P. N. Don","Honduras","Olancho","La Unión","Municipio La Unión: ca. 10 mi E of La Unión along road to Olanchito. Cliffs and rock outcrops on steep slope in pine forest with a well-developed herbaceous layer dominated by grasses and with broad-leaved forest along the quebradas. ",15.05,-86.5833333,"1000 m","Epiphyte"
"Stenorrhynchos aurantiacum","Stenorrhynchos","aurantiacum","(La Llave & Lex.) Lindl.","Honduras","Ocotepeque","Sinuapa","Mt. Cocal of Cordillera Merendón, 20 km NW of Ocotepeque. ",14.46666,-89.08333,"1800 m","Terrestrial"
"Stenorrhynchos aurantiacum","Stenorrhynchos","aurantiacum","(La Llave & Lex.) Lindl.","Honduras","Ocotepeque","Sinuapa","Vicinity of El Portillo, Cordillera de Merendón.  ",14.4666667,-89.0666667,"2000 m","Terrestrial"
"Stenorrhynchos aurantiacum","Stenorrhynchos","aurantiacum","(La Llave & Lex.) Lindl.","Honduras","Ocotepeque","Sinuapa","Cerro El Candado, nuclear zone of the Güisayote Biological Reserve, 13 km NE of Nuevo Ocotepeque. Dense moist cloud forest of mixed hardwood species dominated by Quercus. Original coordinates given as 14.27N 089.04W. ",14.45,-89.06666,"2180 m","Terrestrial"
"Isochilus aurantiacus","Isochilus","aurantiacus","Hamer & Garay","Honduras","Lempira","","Montaña de Celaque, SE part of massif, represa trail from Gracias to top of mountain. Open pine forest (formerly burned) on steep ridge with understory of short trees and shrubs. ",14.55,-88.66666,"2300-2400 m","Epiphyte"
"Isochilus aurantiacus","Isochilus","aurantiacus","Hamer & Garay","Honduras","Lempira","Gracias","Montana de Celaque",14.56338889,-88.64177778,"2050","Epiphyte"
"Isochilus aurantiacus","Isochilus","aurantiacus","Hamer & Garay","Honduras","Intibucá","","Montaña Tabor",14.33044444,-88.202,"1900","Epiphyte"
"Isochilus aurantiacus","Isochilus","aurantiacus","Hamer & Garay","Honduras","Santa Bárbara","","Summit of Cerro Sta. Bárbara.",14.91927,-88.114694,"2750","Epiphyte"
"Isochilus aurantiacus","Isochilus","aurantiacus","Hamer & Garay","Honduras","Santa Bárbara","","Parque Nacional Santa Bárbara",14.91375,-88.10629722,"2000","Epiphyte"
"Isochilus aurantiacus","Isochilus","aurantiacus","Hamer & Garay","Honduras","La Paz","","Montana Verde",14.12934722,-88.04422222,"1800","Epiphyte"
"Isochilus aurantiacus","Isochilus","aurantiacus","Hamer & Garay","Honduras","Santa Bárbara","","Lake Yojoa",14.88741667,-88.03744444,"2275","Epiphyte"
"Isochilus aurantiacus","Isochilus","aurantiacus","Hamer & Garay","Honduras","Cortés","Santa Cruz de Yojoa","Agua Azul Sierra",14.91266667,-87.97244444,"650","Epiphyte"
"Isochilus aurantiacus","Isochilus","aurantiacus","Hamer & Garay","Honduras (HN)","Francisco Morazán","","Santa Elena",14.064311,-87.405625,"950","Epiphyte"
"Isochilus aurantiacus","Isochilus","aurantiacus","Hamer & Garay","Honduras","Francisco Morazán","","",14.08791667,-87.21922222,"1950","Epiphyte"
"Elleanthus aurantiacus","Elleanthus","aurantiacus","(Lindl.) Rchb.fil.","Honduras (HN)","Francisco Morazán","Distrito Central","",14.087615,-87.163921,"936","Terrestrial"
"Isochilus aurantiacus","Isochilus","aurantiacus","Hamer & Garay","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"2000","Epiphyte"
"Elleanthus aurantiacus","Elleanthus","aurantiacus","(Lindl.) Rchb.fil.","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"2000","Terrestrial"
"Stenorrhynchos aurantiacus","Stenorrhynchos","aurantiacus","(La Llave & Lex.) Salazar & Soto Arenas","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"2000","Terrestrial"
"Elleanthus aurantiacus","Elleanthus","aurantiacus","(Lindl.) Rchb.fil.","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"1758","Terrestrial"
"Elleanthus aurantiacus","Elleanthus","aurantiacus","(Lindl.) Rchb.fil.","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"2000","Terrestrial"
"Elleanthus aurantiacus","Elleanthus","aurantiacus","(Lindl.) Rchb.fil.","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"1950","Terrestrial"
"Elleanthus aurantiacus","Elleanthus","aurantiacus","(Lindl.) Rchb.fil.","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"2000","Terrestrial"
"Elleanthus aurantiacus","Elleanthus","aurantiacus","(Lindl.) Rchb.fil.","Honduras (HN)","Francisco Morazán","","Mount Uyuca",14.032725,-87.070576,"","Terrestrial"
"Elleanthus aurantiacus","Elleanthus","aurantiacus","(Lindl.) Rchb.fil.","Honduras (HN)","Francisco Morazán","","La Montañita",14.032725,-87.070576,"1530","Terrestrial"
"Elleanthus aurantiacus","Elleanthus","aurantiacus","(Lindl.) Rchb.fil.","Honduras","Francisco Morazán","San Antonio de Oriente","14 km NW de Zamorano, Montaña Uyuca, bosque nebuloso entre La Labranza y la cima del Cerro Uyuca ",14.025,-87.05,"1800 - 1900 m","Terrestrial"
